Index,Plot,Area(#pixel),Length(#pixel),Width(#pixel),Area(mm2),Length(mm),Width(mm),avg-PAT_R,sum-PAT_R,std-PAT_R,avg-PAT_G,sum-PAT_G,std-PAT_G,avg-PAT_B,sum-PAT_B,std-PAT_B,avg-DIF_R,sum-DIF_R,std-DIF_R,avg-DIF_G,sum-DIF_G,std-DIF_G,avg-DIF_B,sum-DIF_B,std-DIF_B,avg-GLD_R,sum-GLD_R,std-GLD_R,avg-GLD_G,sum-GLD_G,std-GLD_G,avg-GLD_B,sum-GLD_B,std-GLD_B,avg-Band1,sum-Band1,std-Band1,avg-Band2,sum-Band2,std-Band2,avg-Band3,sum-Band3,std-Band3,avg-NDI,sum-NDI,std-NDI,avg-VEG,sum-VEG,std-VEG,avg-Greenness,sum-Greenness,std-Greenness,avg-CIVE,sum-CIVE,std-CIVE,avg-MExG,sum-MExG,std-MExG,avg-NDRB,sum-NDRB,std-NDRB,avg-NGRDI,sum-NGRDI,std-NGRDI,avg-PCA,sum-PCA,std-PCA
11,11,909,62.96824596572466,21.02379604162864,909.0,62.96824596572466,21.02379604162864,0.4708856563510171,428.0350616230745,0.05537293141902954,0.5007441393045133,455.1764226278026,0.03666772133859223,0.5286489251439772,480.54187295587525,0.049005911043870205,-1.4477447722772276,-1315.999998,1.9427357205354805,0.7304730462046205,663.999999,1.7771826915338715,0.7172717260726073,651.999999,1.722286081283915,0.9050955712026402,822.7318742232,0.16017896745901183,1.4892450529549888,1353.7237531360847,12.95045761553024,1.1919211054689725,1083.456284871296,4.198386526826613,6.537953796479648,5943.000001,3.1608754724691535,7.264026402640264,6603.0,3.344968745936814,7.259625962596259,6599.0,3.474364434099005,135.45327045219258,123127.02284104306,14.175466054091663,15.020402903448252,13653.546239234462,419.45405742835334,0.3464479861166325,314.92121938001895,0.03721307284610351,30.347282714591977,27585.679987564108,5.3591059342738765,1.391424748535759,1264.805096419005,1.2511164443036586,-0.05729783718581883,-52.08373400190931,0.09801178064265477,0.058228675407755566,52.92986594564981,0.11074582854759112,-0.0011213134749279154,-922.6665234774789,0.01897852696069983
12,12,792,56.32051136131489,18.681541692269406,792.0,56.32051136131489,18.681541692269406,0.4449935804781159,352.43491573866777,0.05229368957490323,0.5215213159114884,413.0448822018989,0.035671307337525666,0.5337124227096289,422.7002387860261,0.04506714983526245,-1.9457070656565656,-1540.999996,1.5368640967983682,1.7815656540404041,1410.999998,1.63191452821963,0.1641414116161616,129.999998,1.2292015181593219,0.8563647404025212,678.2408743987968,0.13742339058477995,1.7758190830384712,1406.4487137664692,14.296415518150035,1.90402651752853,1507.9890018825959,21.303095247329335,5.888888891414142,4664.000002000001,1.9592509773522877,7.1313131313131315,5648.0,1.799390832086027,6.592171717171717,5221.0,1.860430419083333,142.08164023204895,112528.65906378276,13.387177671399135,22.72275294122876,17996.420329453176,475.3886553943095,0.36776371716211775,291.26886399239726,0.0358861224033438,29.6970938088283,23520.098296592012,2.932113503158769,1.9793296503232394,1567.6290830560056,1.048233129442856,-0.06742482810455089,-53.40046385880431,0.0901342470279919,0.11001281431288887,87.13014893580798,0.10458732555780573,-0.0012871714734165231,-802.8361124348017,0.026057293300692178
13,13,865,53.75872022286245,19.697715603592208,799.0,53.75872022286245,19.697715603592208,0.4932031867832324,426.620756567496,0.02387260338134851,0.44315497119630254,383.3290500848017,0.0280029459725409,0.5635128098034567,487.4385804799901,0.02953483417541713,-3.1109826589595375,-2691.0,1.9665837473999013,-2.3687861271676303,-2049.0,1.7167509390206706,5.479768786127168,4740.0,2.479487163495506,0.8483556924727325,733.8276739889136,0.07675095981132585,0.8808317668480258,761.9194783235423,0.08519340613337195,1.27827713700911,1105.7097235128801,0.14335613074433304,10.686705202312138,9244.0,4.474732802411638,10.934104046242775,9458.0,4.514747053852812,13.55028901734104,11721.0,4.984375869318283,129.73998389372653,112225.08606807345,6.11138517808702,0.9473948859598543,819.496576355274,0.09254672411507445,0.3094721946837292,267.69344840142577,0.018943880212663643,37.57107157819651,32498.976915139978,7.482693127741643,0.5651203382138755,488.8290925550024,1.0626304321143067,-0.12702560603793797,-109.87714922281636,0.05906965698794909,0.013593624169737095,11.758484906822586,0.04774519670380485,-0.001178417402166801,-878.7683042068866,0.01607809798623438
14,14,799,61.032778078668514,18.788294228055936,865.0,61.032778078668514,18.788294228055936,0.5044650529933529,403.06757734168895,0.02097618081361137,0.48018655776107355,383.66905965109777,0.03127139390603262,0.5153686328884985,411.7795376779103,0.02860496642763565,-0.4030037546933667,-322.0,1.438881149518253,-1.0826032540675845,-865.0,1.7838618038425609,1.4856070087609512,1187.0,2.0098582072543136,0.9725075621823556,777.0335421837021,0.07934326905836807,0.9496443887000194,758.7658665713155,0.08687059165063331,1.0832942236242378,865.552084675766,0.13618687955699024,9.519399249061326,7606.0,4.4877038669062985,9.292866082603254,7425.0,4.228674589255577,10.148936170212766,8109.0,4.832782892163099,126.85694654626325,101358.70029046433,5.369901562870301,0.9654575778045035,771.4006046657983,0.07686535775207856,0.3224357514844389,257.6261654360667,0.01966520732964978,34.41689212411016,27499.09680716402,7.216489741414767,0.536904988101379,428.9870854930018,0.9272781335094724,-0.030737262087391883,-24.559072407826115,0.057209924138132834,-0.00893010510731817,-7.135153980747218,0.04195235595992422,-0.0012758804955795358,-811.8366079577735,0.015677784443205292
15,15,806,59.07622195096772,10.04987562112089,403.0,59.07622195096772,10.04987562112089,0.48445133535858353,390.46777629901834,0.02585526086049001,0.49231894656574576,396.8090709319911,0.02933458798056702,0.523274927341139,421.75959143695803,0.023807926952739557,-1.488833746898263,-1200.0,1.3998402530812246,0.21588089330024815,174.0,1.853986625531539,1.2729528535980148,1026.0,1.9163493947451222,0.9245901175551319,745.2196347494363,0.07305251313513071,1.0101887667413876,814.2121459935585,0.10620727909372613,1.0615336330488663,855.5961082373861,0.1092032123413054,9.513647642679901,7668.0,2.4074300507066266,10.081885856079404,8126.0,2.408266247630724,10.43424317617866,8410.0,2.6434090723896473,131.9804576715304,106376.24888325349,6.618945854474861,1.0371944882070965,835.9787574949197,0.10913603906285364,0.3367218631328684,271.3978216850919,0.022817835022861943,35.16409965088843,28342.26431861608,3.925977392452821,1.4487718191588124,1167.7100862420027,1.0846165255231968,-0.046549849528147356,-37.51917871968677,0.04761584798916625,0.031097325558830574,25.064444400417443,0.051710514488084836,-0.0012647858825744966,-818.7196515294754,0.01808503883343045
16,16,403,61.07372593840988,17.26267650163207,806.0,61.07372593840988,17.26267650163207,0.5107516012022562,205.83289528450925,0.02206553739844469,0.5055422760095873,203.73353723186372,0.028936750737383332,0.4837180747616341,194.93838412893854,0.030276406277849784,0.9950372208436724,401.0,1.6506184076420773,-0.2630272952853598,-106.0,1.4037517142235263,-0.7320099255583127,-295.0,1.8565537271614216,1.0636039288694399,428.63238333438426,0.10513331126153211,1.0012615769682254,403.50841551819485,0.08852500167715119,0.9673831457692703,389.85540774501595,0.09744537951260966,9.801488833746898,3950.0,2.7447758213429134,9.38213399503722,3781.0,2.6288867549087502,9.225806451612904,3718.0,2.763844740418593,125.24759039789103,50474.77893035008,5.648776856849716,0.9819260002882192,395.7161781161523,0.0746698753636484,0.330751720215156,133.29294324670786,0.01774816834738043,34.258002876694825,13805.975159308015,4.3234058376006015,0.6985708266029779,281.5240431210001,0.8678801027735922,0.03256384651970307,13.123230147440339,0.060552804845122654,-0.021503200016476414,-8.665789606639995,0.04413106919413841,-0.0025322893359911265,-407.6311172880381,0.02408763760878186
17,17,887,56.61271941887264,19.697715603592208,887.0,56.61271941887264,19.697715603592208,0.5196658090607019,460.9435726368426,0.07359211225239626,0.47881760629295617,424.7112167818521,0.06481165642366153,0.49845220892752967,442.1271093187188,0.0836020724406362,0.9075535659526494,805.000013,2.1469201925028036,-1.0507328128523112,-932.000005,1.645847154471748,0.1431792468996618,126.99999200000002,2.255599605258817,15.141522043321395,13430.530052426077,393.2181459397108,9.357726067153227,8300.303021564912,224.57583731168745,15.154387221909513,13441.941465833737,192.92202228893723,6.739571598647125,5978.000008,2.3572768501190127,6.086809472378805,5399.000002,2.047991191776286,6.4847801589627965,5752.000001,1.9582866793022997,122.9655516431429,109070.44430746775,18.83955998274914,40.58350518136481,35997.56909587059,414.8163097684838,0.3125617942638557,277.24231151204003,0.036625407270763626,29.182955982704687,25885.28195665906,3.3025229208595372,-0.023411397553549727,-20.765909629998607,1.0292435440161756,0.003095588155010744,2.74578669349453,0.16720407630869846,-0.039331627787947375,-34.887153847909325,0.14718406236522763,-0.0011491564734452252,-902.4795408577198,0.009319472862489365
18,18,306,31.304951684997057,18.027756377319946,306.0,31.304951684997057,18.027756377319946,0.5199116095277637,159.09295251549568,0.03355129182095749,0.4998053323911446,152.94043171169025,0.035532277657897,0.48021335680317345,146.94528718177108,0.029628396937397536,1.2745098039215685,390.0,1.629929603185914,-0.6372549019607843,-195.0,1.80480051051007,-0.6372549019607843,-195.0,1.5663279714382803,1.0892902600471883,333.3228195744396,0.11859128039284339,0.9778206609908249,299.2131222631924,0.131618149976839,0.9763796548985372,298.77217439895236,0.09954257823848,9.07843137254902,2778.0,2.36816967398187,8.441176470588236,2583.0,2.4571099823960174,8.441176470588236,2583.0,2.364940807112456,122.90262863108441,37608.20436111183,8.589129476331806,0.9553912748758271,292.3497301120031,0.12113670057094439,0.3244662380897312,99.28666885545775,0.027145562266896423,32.874658498745106,10059.645500616003,3.842312390319902,0.3653628520980397,111.80103274200015,1.187971972578343,0.03957328092092027,12.109423961801603,0.05925678382203323,-0.03982321381965274,-12.185903428813738,0.06710257403384223,-0.003336136903225674,-308.12247241617575,0.03764711168499616
19,19,817,54.3415126767741,16.76305461424021,625.0,54.3415126767741,16.76305461424021,0.4787801272216336,391.16336394007465,0.03676603849135773,0.5088585190680086,415.737410078563,0.03040479208323111,0.5124983553232674,418.71115629910946,0.03503084883460558,-1.0501835985312118,-858.0,1.8940551435299384,0.9583843329253366,783.0,1.683887596777027,0.09179926560587515,75.0,1.6837167660269337,0.9462805860522258,773.1112388046685,0.12289878451720386,1.0632181996036827,868.6492690762087,0.12454789506922528,1.0030907200736028,819.5251183001334,0.11085032414056539,7.550795593635251,6169.0,2.589438577276654,8.2203182374541,6716.0,2.871022386497145,7.931456548347613,6480.0,2.745456147421459,133.43228661184784,109014.17816187968,9.41210408983692,1.0800723423113336,882.4191036683595,0.14372090968678392,0.34675232336687206,283.29664819073446,0.026357185006809555,31.827140558888665,26002.77383661204,4.433556701046927,1.534487255102818,1253.6760874190022,1.2196980404224436,-0.024996706580715317,-20.422309276444413,0.0700616860082257,0.04243973915506137,34.67326688968514,0.07353206320185093,-0.0012477360728829281,-828.7901517617258,0.023153272516339935
20,20,625,51.478150704935004,21.095023109728988,817.0,51.478150704935004,21.095023109728988,0.49072144132658485,306.70090082911554,0.07360645387889261,0.5318830357984602,332.4268973740376,0.047036221895111106,0.4784161568996812,299.01009806230076,0.08579278875493898,0.6304,394.0,3.152553859968137,0.8224,514.0,1.8518256505405686,-1.4528,-908.0,2.5882372688762523,1.086904304320237,679.3151902001482,0.29656946021764763,1.1186053188814165,699.1283243008853,0.20872637267567756,0.9146394771918857,571.6496732449285,0.19102751480803037,7.032,4395.0,2.3211583315232933,7.096,4435.0,1.8957805780205683,6.3376,3961.0,2.0426517666993558,130.3753102339796,81484.56889623725,18.84324779627797,1.1073776931498946,692.1110582186841,0.3315518816947748,0.3498614007429234,218.66337546432712,0.039014294277707105,30.073413636000023,18795.883522500015,3.0920396510161376,1.0491505070000022,655.7190668750014,1.3456243421474803,0.04316768226066727,26.979801412917045,0.17158553760636752,0.018557111202964594,11.598194501852872,0.14721287340842165,-0.0016316548645370862,-633.0986997392033,0.02428361021971163
21,21,467,46.84015371452148,17.72004514666935,467.0,46.84015371452148,17.72004514666935,0.5209394419868116,243.27871940784104,0.024841545373309383,0.47852049496359755,223.46907114800007,0.020290902146978405,0.500500671605334,233.73381363969094,0.026562621396369317,0.892933618843683,417.0,2.1697978872228028,-1.9785867237687367,-924.0,1.6631706949920302,1.0856531049250535,507.0,2.1168103938920706,1.0361490620185172,483.8816119626476,0.10110500615056224,0.920577297088155,429.9095977401684,0.06604568503568822,1.0588570474561079,494.4862411620024,0.08741171996831541,11.640256959314776,5436.0,3.0825762915945516,10.683083511777301,4989.0,2.8326243912022506,11.704496788008566,5466.0,3.326366202471507,122.63950334664322,57272.648062882385,6.359434961002197,0.9216025177567323,430.38837579239396,0.07186060235822943,0.3146154798225308,146.9254290771219,0.016108153316664497,37.076426689533186,17314.691264012,4.838063592404247,0.01757612413062162,8.208049969000296,1.0331458954201664,-0.0010013432065950954,-0.4676272774799096,0.05312523792369679,-0.041878880104348565,-19.55743700873078,0.049683085632829666,-0.0021848769001555027,-472.83874072640026,0.026640154332931345
22,22,745,62.64982043070834,19.4164878389476,745.0,62.64982043070834,19.4164878389476,0.49626570579885654,369.71795082014813,0.009494529686067127,0.4650024212427359,346.42680382583825,0.011977209281268544,0.5386984880874508,401.33037362515086,0.015041009162021961,-2.299328859060403,-1713.0,1.082037392467264,-1.719463087248322,-1281.0,0.6993456051789316,4.018791946308725,2994.0,1.135005491960623,0.9043483505414525,673.739521153382,0.04204903154997549,0.9227169865650325,687.4241549909492,0.030905788835194244,1.1586576226546157,863.1999288776888,0.057984401349927765,13.051006711409396,9723.0,2.5609514132241076,13.244295302013423,9867.0,2.598279827202553,15.157046979865772,11292.0,2.557952595536979,128.95597923748846,96072.2045319289,2.4305993878875323,0.9643724951055582,718.4575088536409,0.02992573377519699,0.3188397888917654,237.53564272436523,0.006800426008430989,41.10353116620133,30622.13071881999,4.189625754033351,0.9854095029731523,734.1300797149985,0.5628659646309269,-0.0773969702719202,-57.660742852580555,0.030082015354042934,0.00746858779287627,5.5640979056928215,0.018989057717871342,-0.001158677383915807,-753.7290871431655,0.029126134536161023
