Index,Plot,Area(#pixel),Length(#pixel),Width(#pixel),Area(mm2),Length(mm),Width(mm),avg-PAT_R,sum-PAT_R,std-PAT_R,avg-PAT_G,sum-PAT_G,std-PAT_G,avg-PAT_B,sum-PAT_B,std-PAT_B,avg-DIF_R,sum-DIF_R,std-DIF_R,avg-DIF_G,sum-DIF_G,std-DIF_G,avg-DIF_B,sum-DIF_B,std-DIF_B,avg-GLD_R,sum-GLD_R,std-GLD_R,avg-GLD_G,sum-GLD_G,std-GLD_G,avg-GLD_B,sum-GLD_B,std-GLD_B,avg-Band1,sum-Band1,std-Band1,avg-Band2,sum-Band2,std-Band2,avg-Band3,sum-Band3,std-Band3,avg-NDI,sum-NDI,std-NDI,avg-VEG,sum-VEG,std-VEG,avg-Greenness,sum-Greenness,std-Greenness,avg-CIVE,sum-CIVE,std-CIVE,avg-MExG,sum-MExG,std-MExG,avg-NDRB,sum-NDRB,std-NDRB,avg-NGRDI,sum-NGRDI,std-NGRDI,avg-PCA,sum-PCA,std-PCA
11,11,267,37.12142238654117,3.0,267.0,37.12142238654117,3.0,0.6514135297934276,173.92741245484515,0.017080747445818455,0.5032157313050202,134.3586002584404,0.03208907099745615,0.3465216949553229,92.52129255307122,0.041744902204597326,104.84269662921348,27993.0,17.075004538626292,-52.28089887640449,-13959.0,5.4470321728117845,-52.561797752808985,-14034.0,21.644880750091644,1.9015107292287226,507.7033647040689,0.238240670879089,0.7953715425631406,212.36420186435853,0.05387104597055255,0.7861039784059332,209.88976223438416,0.12484535969170125,113.22846441947566,30232.0,8.133037924520751,60.853932584269664,16248.0,7.421828159147822,60.760299625468164,16223.0,12.555891402006813,85.65020569977993,22868.60492184124,2.481556973532577,0.6771126084973724,180.78906646879844,0.01728992694122613,0.2626164155651702,70.11858295590044,0.0049099860966953955,230.53527902621718,61552.91949999999,12.67263372115565,-70.82761423220977,-18910.97300000001,2.0178326223036054,0.41799404951978697,111.60441122178312,0.05457091304817057,-0.33085776797046884,-88.33902404811518,0.01938716385572326,0.017299416549777433,2466.0754274920337,1.8254333719852203
12,12,586,45.5411901469428,14.560219778561036,521.0,45.5411901469428,14.560219778561036,0.6771413760299537,396.8048463535529,0.027646543760107625,0.5143313703833788,301.39818304466,0.040444258365938526,0.31253014207316837,183.14266325487665,0.05912481823053952,110.04266211604096,64485.0,19.157508327972778,-53.24232081911263,-31200.0,6.240568370742192,-56.80034129692833,-33285.0,23.144804587762252,2.2248834078028135,1303.7816769724486,0.430950000455811,0.782068473502748,458.29212547261034,0.05611979972222565,0.725861447640187,425.3548083171496,0.15688055030690612,104.89931740614334,61471.0,5.369465517500037,50.47098976109215,29576.0,8.449206480294635,49.284982935153586,28881.0,16.52928974696003,82.04513189388932,48078.447289819145,3.796807688227368,0.659230615009204,386.30914039539357,0.017115448588746446,0.25599099380064755,150.01072236717945,0.005325033391928617,214.03189078498306,125422.68800000007,14.704512172269443,-73.33226450511947,-42972.70700000001,3.637334381954216,0.4618979921938069,270.67222342557085,0.07463295135325092,-0.35902240707899064,-210.38713054828852,0.029662560064276314,0.008050643816357703,5950.9756237467,2.2307972626916297
13,13,521,46.09772228646444,15.811388300841896,586.0,46.09772228646444,15.811388300841896,0.6563280296361989,341.9469034404596,0.020507491072454642,0.5151019759011448,268.36812944449645,0.03600502991928618,0.3315684251027843,172.7471494785506,0.05030387313718637,117.62188099808061,61281.0,18.617810315748976,-55.422264875239925,-28875.0,6.2517716072538425,-62.19961612284069,-32406.0,24.282377515764175,2.0119025179811296,1048.2012118681685,0.31268831355815163,0.8121967490232622,423.15450624111963,0.052875563790880264,0.7463172896294911,388.83130789696486,0.13791547662315098,121.9404990403071,63531.0,5.864293113759524,64.25911708253359,33479.0,8.824588227098554,62.0,32302.0,17.419516048025237,85.09636774858345,44335.20759701198,3.1722437816486986,0.6780921131040726,353.2859909272218,0.014361939016250682,0.2623950473345944,136.70781966132367,0.004005538145734752,237.60746353166994,123793.48850000004,15.680766535495145,-74.26877543186191,-38694.03200000006,2.25249014293136,0.4311872700344174,224.6485676879315,0.06872188739294348,-0.3351846269641925,-174.6311906483443,0.02478315454413046,0.008516520062175306,5055.776931036564,2.1999666922866252
14,14,2199,46.17358552246078,15.231546211727817,560.0,46.17358552246078,15.231546211727817,0.6575596562428812,1445.9736840780956,0.02336333199668108,0.5009111519923323,1101.5036232311386,0.032556607505211325,0.3427798229990434,753.7728307748964,0.04832826504897137,101.45020463847203,223089.0,19.233307018469755,-51.957708049113236,-114255.0,6.489753593524887,-49.4924965893588,-108834.0,21.347294199024425,1.9541336180324158,4297.139826053282,0.3148183658695908,0.7821635103523765,1719.977559264876,0.04863230392467114,0.7862420951601394,1728.9463672571467,0.13014862327998694,107.7862664847658,237022.0,12.513631407731628,56.65029558890405,124574.0,10.548747305584856,57.47203274215553,126381.0,16.070417321142912,84.75318884407987,186372.26226813163,3.3561221714094382,0.6705111864278303,1474.4540989547988,0.01600324052767901,0.2604373288664955,572.7016861774237,0.004912333099182065,223.46557958162856,491400.8095000012,18.879262630951374,-70.51673806275575,-155066.30699999988,4.030264123875321,0.42513927935032486,934.8812752913643,0.06379755875475934,-0.3378657121556314,-742.9667010302334,0.026219704464136236,0.0027944498577048924,20408.722647395043,1.9703124984513116
15,15,2561,47.53945729601885,14.560219778561036,565.0,47.53945729601885,14.560219778561036,0.6577593076947454,1684.5215870062432,0.029480947196533186,0.49343300011539665,1263.6819132955309,0.03470332774993678,0.34940691713868455,894.8311147921711,0.05296915198488859,87.83795392424834,224953.0,19.84649948802995,-47.0718469347911,-120551.0,6.776247078476874,-40.76610698945724,-104402.0,20.823038802663493,1.9302538952385644,4943.380225705963,0.366567996961525,0.7678521172763999,1966.4692723448602,0.05745357862595648,0.8110318208715688,2077.0524932520875,0.14265809913820138,95.72042171026942,245140.0,17.82433943012984,50.75048809058961,129972.0,13.924288526467969,52.852401405700896,135355.0,17.276561617075657,84.66042553592298,216815.34979749875,3.921183333979267,0.669397684243987,1714.3274693488509,0.020926738667335302,0.26005045617079253,665.9892182533997,0.006672455571116154,211.5933059351817,541890.4565000003,24.624572022100057,-66.34201679031632,-169901.90500000012,4.249534181343422,0.42488051790904197,1088.1190063650565,0.0668584426772748,-0.3385904255006058,-867.1300797070514,0.030634244796713023,0.0019497551590443127,23146.012731779614,1.9571385610630596
16,16,560,112.80514172678478,50.24937810560445,2199.0,112.80514172678478,50.24937810560445,0.6550271630070759,366.81521128396247,0.018600575402710793,0.509736654472718,285.4525265047221,0.034964826447112296,0.3374191543700183,188.95472644721025,0.047256054510386114,109.40714285714286,61268.0,18.197094127741316,-52.892857142857146,-29620.0,5.8272101001268535,-56.51428571428571,-31648.0,23.125275508562893,1.9694301842151378,1102.8809031604771,0.2826603737274297,0.8033730650233206,449.8889164130595,0.05405202395975367,0.7632067071366517,427.395755996525,0.13422744969315678,114.84107142857142,64311.0,5.669286827966557,60.74107142857143,34015.0,7.008853502782705,59.53392857142857,33339.0,14.452221489961257,85.15637679381341,47687.57100453551,2.755870132087016,0.6768736138308884,379.0492237452975,0.015283474381094451,0.2622233465164974,146.84507404923855,0.004149941525499107,230.68114285714287,129181.44,12.336588228037899,-71.94968392857145,-40291.82300000001,2.356107497795946,0.4279292197007013,239.64036303239274,0.06242220611342501,-0.3347158062983317,-187.44085152706575,0.02153023540692981,0.007978179865155406,5363.8649881314805,2.0683467472468715
17,17,565,92.78469701410896,76.15773105863909,2561.0,92.78469701410896,76.15773105863909,0.6566910149900387,371.03042346937184,0.02094010613938891,0.5080318556563596,287.03799844584313,0.03499659789138583,0.3373530975060256,190.60450009090448,0.048910769100155786,109.80530973451327,62040.0,18.10483649608806,-53.88849557522124,-30447.0,6.088430232207502,-55.91681415929204,-31593.0,23.14055132260543,1.9786325048196258,1117.9273652230886,0.2993274895430585,0.797600041568549,450.6440234862302,0.052755038480711086,0.7665732789517388,433.1139026077324,0.13723588473356793,115.12389380530973,65045.0,6.019926708992647,60.55929203539823,34216.0,8.284035581555962,59.88318584070797,33834.0,15.80748619923214,84.94582630656114,47994.39186320705,3.135905545550159,0.6742032029665761,380.9248096761155,0.016493690200416748,0.26141818138106226,147.7012724803002,0.0047544857122905695,230.79262566371696,130397.83350000008,14.376025157447776,-72.526410619469,-40977.421999999984,2.6522045959922207,0.4275309252113408,241.55497274440754,0.06543722508157922,-0.33636073197999045,-190.04381356869462,0.024499262074610617,0.008245717124041792,5385.512912371936,2.12692414323412
18,18,1933,94.49338601193207,32.55764119219941,1933.0,94.49338601193207,32.55764119219941,0.6671254999773308,1289.5535914561806,0.02448074804641064,0.5289050810241134,1022.3735216196111,0.042489949931091585,0.30982251656610554,598.886924522282,0.057004165944284646,117.54267977237454,227210.0,18.703194435980105,-51.899120538023794,-100321.0,6.382745125431589,-65.64355923435075,-126889.0,23.791704879260003,2.201533213729903,4255.5637021399025,0.43618975634102336,0.8258326785644714,1596.3345676651231,0.06381536724058848,0.6969942759704228,1347.2899354508274,0.15177295743428423,113.78634247284015,219949.0,8.312157385049623,57.30574236937403,110772.0,9.451822080495099,52.724262803931715,101916.0,16.99846364249191,83.49035303893469,161386.85242426075,3.465257016311606,0.6761527638466348,1307.0032925155451,0.016823413177123506,0.2608933203307305,504.306788199302,0.005065364297959434,224.80928892912556,434556.3554999997,16.675156144665703,-73.27707190894981,-141644.58,2.6634493146937097,0.46127924154258954,891.6527739018255,0.07284420975547906,-0.34773161688332765,-672.1652154354723,0.027072320439934423,0.0024978282759957407,20002.348017724104,2.1070552858378426
19,19,1121,44.77722635447622,14.317821063276353,531.0,44.77722635447622,14.317821063276353,0.6586268752468232,738.3207271516887,0.021149357470063235,0.5093070399031023,570.9331917313777,0.03811628769680751,0.33458005858334294,375.06424567192744,0.05210511053449622,103.09277430865299,115567.0,19.235160330178015,-50.34344335414808,-56435.0,6.154042085916389,-52.749330954504906,-59132.0,23.141664369557226,2.0063785314846196,2249.1503337942586,0.33345780623422633,0.7977737967180223,894.304426120903,0.05688132351023947,0.76197336295597,854.1721398736423,0.14614848396231728,106.72613737734166,119640.0,7.08436003875068,55.580731489741304,62306.0,7.350589907582549,54.77876895628903,61407.0,14.603383777503131,84.52875335903178,94756.73251547462,3.0129278474345482,0.6738131746400643,755.3445687715121,0.015791015138491037,0.2610935679766513,292.6858897018261,0.004430404138659171,221.09479973238206,247847.27050000028,13.065382306283945,-70.13417395182874,-78620.40900000001,3.314952797690832,0.43565394555644565,488.3680729687756,0.06617425731453436,-0.33961911438256404,-380.7130272228543,0.023538498808082408,0.004199759737289807,10835.482638087919,2.112762879407017
20,20,531,72.27724399837061,27.294688127912362,1121.0,72.27724399837061,27.294688127912362,0.6605867167588066,350.7715465989263,0.018446994454058493,0.5161998981398126,274.1021459122405,0.034951889048475925,0.3261795058058346,173.20131758289818,0.04567035543490288,114.55367231638418,60828.0,17.57787195764294,-53.163841807909606,-28230.0,5.6699468343996635,-61.389830508474574,-32598.0,22.355386071637202,2.049753669890828,1088.4191987120298,0.2795789311439552,0.8088894153555756,429.5202795538106,0.05687938822618291,0.7364202363577559,391.03914550596835,0.12947944123807667,115.60075329566855,61384.0,6.947117937927096,59.69491525423729,31698.0,7.686730840818059,56.95291902071563,30242.0,14.47888409718294,84.37558796322516,44803.43720847256,2.738221436951174,0.6752800964759319,358.57373122871985,0.01630044156831904,0.2614513277737904,138.8306550478827,0.004411351211957993,229.17328154425624,121691.01250000007,13.487614539684524,-73.1084105461393,-38820.56599999997,2.2189320544660642,0.44183436955881983,234.61405023573332,0.060433116902380055,-0.34081571903730346,-180.97314680880814,0.021392354976181045,0.008692008338427891,5302.891571877742,2.0105436404681667
21,21,518,48.27007354458868,13.45362404707371,518.0,48.27007354458868,13.45362404707371,0.6615296732124664,342.6723707240576,0.025483600671018184,0.49783423228276125,257.8781323224703,0.03314215129272681,0.3417262995836013,177.01422318430548,0.05179767566227777,103.68146718146718,53707.0,18.5335156118903,-54.36872586872587,-28163.0,5.178395377476482,-49.31274131274131,-25544.0,22.5196326147423,1.9796858765321756,1025.477284043667,0.3502980332697898,0.7707004555014477,399.22283594974994,0.04618392015907424,0.7917339351398194,410.11817840242645,0.14007303589196995,109.03281853281854,56479.0,9.236535863546218,56.34942084942085,29189.0,9.74419486881387,58.034749034749034,30062.0,16.099795828184195,84.2366063751098,43634.562102306874,3.554322395454026,0.6644359851415367,344.177840303316,0.015986901004145588,0.25862947781394696,133.97006950762452,0.005175006262272036,223.98669884169908,116025.11000000012,16.874444407986374,-72.12353667953668,-37359.992000000006,2.6228374260926888,0.425029454262744,220.16525730810142,0.06769903035544522,-0.3419015126944549,-177.10498357572763,0.027768143714484578,0.009451726923502329,4760.8978890818735,2.059887324357034
22,22,590,46.647615158762406,16.55294535724685,590.0,46.647615158762406,16.55294535724685,0.6597688146350191,389.2636006346613,0.02903393417957507,0.4976809268822914,293.6317468605519,0.026567553765529734,0.3430507993236045,202.39997160092665,0.045917299409051766,100.62372881355932,59368.0,15.507924043206033,-52.24406779661017,-30824.0,4.484786758207134,-48.37966101694915,-28544.0,18.43122607968186,1.9610584094045358,1157.024461548676,0.326146765896056,0.7726876068220181,455.88568802499066,0.04776095115517184,0.7905339768696743,466.41504635310787,0.11495344594751704,107.2186440677966,63259.0,12.431016083704192,56.26271186440678,33195.0,12.378102566801829,57.55084745762712,33955.0,16.668450589197768,84.57393963008968,49898.62438175291,3.976178452380122,0.6679191990924825,394.0723274645647,0.020320426862474674,0.2597182023071869,153.23373936124025,0.006643359214742004,222.9318389830509,131529.78500000003,21.07703022797218,-70.55130677966096,-41625.270999999964,2.5706738915571723,0.4244429554753364,250.42134373044846,0.06257649671498285,-0.33926609663992513,-200.16699701755581,0.031063894159219698,0.00819632716464922,5413.5711537355755,1.7430765738233387
23,23,581,48.703182647543684,15.231546211727817,581.0,48.703182647543684,15.231546211727817,0.6569760384088531,381.7030783155437,0.022366469646081567,0.5208908511099168,302.6375844948617,0.034793773717133034,0.3258432371761445,189.31492079933994,0.05051131025088051,118.40963855421687,68796.0,17.592661297793814,-53.81927710843374,-31269.0,6.086584680645945,-64.59036144578313,-37527.0,23.040655007486315,2.0489502951290817,1190.4401214699965,0.32768090633939756,0.8227481814479989,478.01669342128736,0.0499626544916568,0.7280863105784011,423.01814644605105,0.13447366106328376,121.33218588640275,70494.0,8.075044760848991,63.922547332185886,37139.0,10.432102795038258,60.332185886402755,35053.0,18.148123003323498,85.02787813106566,49401.19719414915,3.45819845040187,0.6813616288426098,395.87110635755624,0.01516804509465905,0.2631330994483361,152.8803307794833,0.00461136545511206,236.4247392426849,137362.77349999992,18.241186300092252,-73.66141996557664,-42797.285000000025,2.2678816154207686,0.43849898696163603,254.76791142471052,0.06934378659386937,-0.33571970210104957,-195.0531469207098,0.02701717539376461,0.007430919288549188,5804.734504079979,2.171412537147297
24,24,2892,40.311288741492746,12.041594578792296,409.0,40.311288741492746,12.041594578792296,0.6683435491345676,1932.8495440971694,0.03389047976228178,0.5054386290510686,1461.7285152156905,0.051672151357323184,0.3302170999077928,954.9878529333369,0.07224788409070144,95.30947441217151,275635.0,28.048318443302886,-48.09405255878285,-139088.0,7.665383056835839,-47.215421853388655,-136547.0,26.818216441829144,2.126508332935776,6149.862098850264,0.5931688684561633,0.7779516009438692,2249.8360299296696,0.07359460493577101,0.7713580610802252,2230.7675126440113,0.19179482088077413,96.30636237897649,278518.0,20.000195045143567,48.5051867219917,140277.0,13.628936070329125,48.798063623789766,141124.0,17.824525712035722,83.21798633294983,240666.41647489092,4.253515087010358,0.6653756463165893,1924.2663691475764,0.017862722585706474,0.2580369248877808,746.242786775462,0.005997352692471595,208.46926037344352,602893.1009999986,24.773131054785665,-68.40922199170133,-197839.47000000023,6.387906806221102,0.4475251338324537,1294.242687043456,0.0805589155574249,-0.34985948177383613,-1011.7936212899341,0.03323058661726842,0.0017313037532247523,27164.522812067986,2.2476912754337617
